timestamp during request triggered : 1773561010585	 Sensor ID : RL Postimestamp during request triggered : 1773561010592	 Sensor ID : RL Postimestamp during response triggered : 1773561010610	 Sensor ID : RL sensor
timestamp during response triggered : 1773561010635	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022089	 Sensor ID : RL Postimestamp during response triggered : 1773561022112	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022139	 Sensor ID : RL Postimestamp during response triggered : 1773561022162	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022189	 Sensor ID : RL Postimestamp during response triggered : 1773561022212	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022239	 Sensor ID : RL Postimestamp during response triggered : 1773561022262	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022289	 Sensor ID : RL Postimestamp during response triggered : 1773561022312	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022339	 Sensor ID : RL Postimestamp during response triggered : 1773561022361	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022389	 Sensor ID : RL Postimestamp during response triggered : 1773561022411	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022440	 Sensor ID : RL Postimestamp during response triggered : 1773561022462	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022489	 Sensor ID : RL Postimestamp during response triggered : 1773561022511	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022539	 Sensor ID : RL Postimestamp during response triggered : 1773561022561	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022590	 Sensor ID : RL Postimestamp during response triggered : 1773561022611	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022639	 Sensor ID : RL Postimestamp during response triggered : 1773561022661	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022689	 Sensor ID : RL Postimestamp during response triggered : 1773561022712	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022740	 Sensor ID : RL Postimestamp during response triggered : 1773561022761	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022789	 Sensor ID : RL Postimestamp during response triggered : 1773561022811	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022839	 Sensor ID : RL Postimestamp during response triggered : 1773561022861	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022889	 Sensor ID : RL Postimestamp during response triggered : 1773561022912	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022939	 Sensor ID : RL Postimestamp during response triggered : 1773561022961	 Sensor ID : RL sensor
timestamp during request triggered : 1773561022989	 Sensor ID : RL Postimestamp during response triggered : 1773561023012	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023039	 Sensor ID : RL Postimestamp during response triggered : 1773561023063	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023089	 Sensor ID : RL Postimestamp during response triggered : 1773561023112	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023139	 Sensor ID : RL Postimestamp during response triggered : 1773561023162	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023189	 Sensor ID : RL Postimestamp during response triggered : 1773561023212	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023239	 Sensor ID : RL Postimestamp during response triggered : 1773561023262	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023289	 Sensor ID : RL Postimestamp during response triggered : 1773561023312	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023340	 Sensor ID : RL Postimestamp during response triggered : 1773561023363	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023389	 Sensor ID : RL Postimestamp during response triggered : 1773561023412	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023439	 Sensor ID : RL Postimestamp during response triggered : 1773561023462	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023490	 Sensor ID : RL Postimestamp during response triggered : 1773561023512	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023539	 Sensor ID : RL Postimestamp during response triggered : 1773561023562	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023589	 Sensor ID : RL Postimestamp during response triggered : 1773561023612	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023639	 Sensor ID : RL Postimestamp during response triggered : 1773561023661	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023689	 Sensor ID : RL Postimestamp during response triggered : 1773561023712	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023739	 Sensor ID : RL Postimestamp during response triggered : 1773561023762	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023790	 Sensor ID : RL Postimestamp during response triggered : 1773561023812	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023839	 Sensor ID : RL Postimestamp during response triggered : 1773561023862	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023889	 Sensor ID : RL Postimestamp during response triggered : 1773561023912	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023939	 Sensor ID : RL Postimestamp during response triggered : 1773561023962	 Sensor ID : RL sensor
timestamp during request triggered : 1773561023989	 Sensor ID : RL Postimestamp during response triggered : 1773561024012	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024039	 Sensor ID : RL Postimestamp during response triggered : 1773561024062	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024089	 Sensor ID : RL Postimestamp during response triggered : 1773561024112	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024139	 Sensor ID : RL Postimestamp during response triggered : 1773561024162	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024189	 Sensor ID : RL Postimestamp during response triggered : 1773561024212	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024239	 Sensor ID : RL Postimestamp during response triggered : 1773561024262	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024289	 Sensor ID : RL Postimestamp during response triggered : 1773561024312	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024339	 Sensor ID : RL Postimestamp during response triggered : 1773561024362	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024390	 Sensor ID : RL Postimestamp during response triggered : 1773561024412	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024439	 Sensor ID : RL Postimestamp during response triggered : 1773561024462	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024489	 Sensor ID : RL Postimestamp during response triggered : 1773561024511	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024539	 Sensor ID : RL Postimestamp during response triggered : 1773561024562	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024589	 Sensor ID : RL Postimestamp during response triggered : 1773561024612	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024639	 Sensor ID : RL Postimestamp during response triggered : 1773561024661	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024689	 Sensor ID : RL Postimestamp during response triggered : 1773561024712	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024739	 Sensor ID : RL Postimestamp during response triggered : 1773561024761	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024789	 Sensor ID : RL Postimestamp during response triggered : 1773561024811	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024839	 Sensor ID : RL Postimestamp during response triggered : 1773561024861	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024889	 Sensor ID : RL Postimestamp during response triggered : 1773561024911	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024939	 Sensor ID : RL Postimestamp during response triggered : 1773561024961	 Sensor ID : RL sensor
timestamp during request triggered : 1773561024989	 Sensor ID : RL Postimestamp during response triggered : 1773561025011	 Sensor ID : RL sensor
timestamp during request triggered : 1773561025039	 Sensor ID : RL Postimestamp during response triggered : 1773561025061	 Sensor ID : RL sensor
timestamp during request triggered : 1773561025089	 Sensor ID : RL Postimestamp during response triggered : 1773561025111	 Sensor ID : RL sensor
timestamp during request triggered : 1773561025139	 Sensor ID : RL Postimestamp during response triggered : 1773561025161	 Sensor ID : RL sensor
timestamp during request triggered : 1773561025189	 Sensor ID : RL Postimestamp during response triggered : 1773561025212	 Sensor ID : RL sensor
timestamp during request triggered : 1773561025239	 Sensor ID : RL Postimestamp during response triggered : 1773561025262	 Sensor ID : RL sensor
timestamp during request triggered : 1773561025290	 Sensor ID : RL Postimestamp during response triggered : 1773561025312	 Sensor ID : RL sensor
timestamp during request triggered : 1773561025339	 Sensor ID : RL Postimestamp during response triggered : 1773561025361	 Sensor ID : RL sensor
timestamp during request triggered : 1773561025389	 Sensor ID : RL Postimestamp during response triggered : 1773561025411	 Sensor ID : RL sensor
timestamp during request triggered : 1773561025439	 Sensor ID : RL Postimestamp during response triggered : 1773561025462	 Sensor ID : RL sensor
